,sum,len
Orville Peck,3145,1
Summerside Toyota,3143,1
Destination Baie-St-Paul,3142,1
Bell MTS Place,3141,1
Martin Petit,3140,1
Manitoba Turkey Producers,3138,1
Stephane Monette,3134,1
End Suffering of Wildlife & Companion Animals,3132,1
Gabrielle Caron,3132,1
Divinity,3129,1
Lindsay Schoolcraft,3127,1
Tamara Taggart,3125,1
1000 Life Hacks,3124,1
MadLipz,3122,1
Iraqis in Canada تجمع العراقيين في كندا,3120,1
ATTITUDEliving,3119,1
Thomas Levac,3119,1
Horizon Health Network/Réseau de santé Horizon,3116,1
CIBC,3112,1
103.5 QMFM,3111,1
Heart & Stroke NB,3109,1
We Are Warriors,3107,1
Vancouver Island North,3107,1
Surrey Fire Fighters Association IAFF Local 1271,3107,1
Don Toliver,3105,1
Hey Dude Shoes,3105,1
إنجاز موبايلز,3103,1
Bernard Adamus,3103,1
Dany Bédar,3100,1
Fédération des médecins spécialistes du Québec,3096,1
The Ottawa Hospital - L'Hôpital d'Ottawa,3096,1
All Things Annapolis Valley,3093,1
SSQ Assurance / SSQ Insurance,3092,1
Craig Street Cats,3091,1
Charlotte Lebreton illustration,3089,1
Marie-Claude Bibeau,3087,1
itsbirdy,3084,1
Nova Scotia Summer Fest,3083,1
Pinch of Paw,3081,1
Pattes Et Griffes,3080,1
FTQ-Construction,3079,1
La Tablée des Pionniers,3079,1
Human Rights League of the Horn of Africa - HRLHA,3076,1
Laurence Jalbert - Page officielle,3074,1
Scott Brison,3069,1
Sierra Club BC,3067,1
Carlton Cards,3063,1
Ophelia,3061,1
Niagara this Week,3061,1
Coldrops,3060,1
Honest Toddler,3059,1
Samaritan's Purse Canada,3057,1
Full Moon Features,3057,1
Led Zeppelin ~ Ultimate Fan Page,3056,1
Jesse Roper,3056,1
GURU Boisson Énergie Bio,3055,1
Council of the Haida Nation,3055,1
Pique Newsmagazine,3053,1
Pourquoipas.ca,3051,1
BEYRIES,3051,1
Brokar,3051,1
Alberta Strong,3050,1
World Animal Protection Canada,3049,1
Ancient Forest Alliance,3045,1
Université de Montréal,3044,1
Ting,3044,1
القوس المرن لتصنيع المظلات والهناقر,3043,1
Shelter Point Distillery,3038,1
Tara Kye,3038,1
Spotted in Windsor,3036,1
Shuswap Marina,3035,1
Birds of a Feather Victoria B&B,3031,1
"Stuart Phillips, Ph.D.",3031,1
Rocky Point Ice Cream,3030,1
习近平 Xi Jinping,3030,1
Sensenig's Landscape Supply,3029,1
TC Energy,3028,1
Measha Brueggergosman,3026,1
Baby Mum-Mum,3026,1
BLIND WITNESS,3026,1
Toque,3025,1
Purina Canada - Equine,3025,1
Vibrant Performance,3023,1
Iraqi Canadian Association/مؤسسة العراقيين الكنديين,3021,1
Le Droit,3021,1
Cape Breton Highlands National Park,3021,1
Meridian RV,3021,1
Ian Lafrenière - Député de Vachon,3020,1
Séries Plus,3019,1
CPNIS - Canadian Provincial Nominee & Immigration Services,3019,1
Marc Emery,3017,1
L'Avantage Gaspésien,3017,1
Cinémas Cineplex,3014,1
Place du Royaume,3013,1
"Town of Grand Falls-Windsor, Newfoundland and Labrador",3013,1
Staples Stores,3012,1
Mystical Verses - Self-to-self,3011,1
Canada First,3009,1
BRAVE vision,3005,1
Labedzki-Art,3003,1
Mahsa Navi,3002,1
Journal La Voix du Sud,3002,1
PCNB,2998,1
Exclaim!,2997,1
القارئ المنشد عبدالفتاح جحيدر  Abdulfatah Jahedar,2996,1
Boogie,2996,1
Association des Plus Beaux Villages du Québec,2994,1
CKPG News,2994,1
Swiss Chalet,2994,1
Social SOS,2988,1
Maci Bookout McKinney,2987,1
Winnipeg Richardson International Airport,2987,1
Railbird Festival,2987,1
Home Epiphany,2986,1
Real Hong Kong News,2984,1
L’art différent du recyclage  - Different Recycle creative craft,2984,1
Cosmo Music - The Musical Instrument Superstore,2982,1
Dad's Guide to WDW,2981,1
UON Visuals,2981,1
KVNE,2980,1
Damoizeaux,2979,1
Loyalist College,2979,1
Matt Mays,2977,1
Ordivert,2975,1
George Rodriguez,2972,1
Je cuisine,2972,1
The Home Depot,2971,1
WeCookca,2969,1
Naturiste,2968,1
JDRF Canada,2967,1
University of Toronto Alumni,2964,1
Joseph Ribkoff,2964,1
Bruno Blanchet,2964,1
Pet Connection Canada,2961,1
Rezo Nodwes,2959,1
"Martin Latulippe, CSp",2957,1
Lansdowne Place Mall,2957,1
Glam's Déco,2957,1
MEMES GASTRO-ENTÉRITE,2957,1
IDC Dermo,2956,1
Western Pizza,2956,1
Fred Victor - Helping People Find Place & Purpose,2955,1
Kérastase,2953,1
Émission Marina Orsini,2952,1
Examine.com,2952,1
NDINI,2951,1
The Waterfront BIA,2951,1
Je suis Elle,2951,1
Frank Spadone,2950,1
Pulley,2950,1
Flat Iron Drug Store,2948,1
Louis-Francois Alarie,2944,1
الخال ابو طلال المزيون,2940,1
Mama May I - Baby & Toddler Boutique,2938,1
High Valley,2937,1
Mera punjab,2936,1
Saanich News,2934,1
The Etiquette Guy,2934,1
The National Centre for Collaboration in Indigenous Education,2930,1
Yukon Brewing,2929,1
KY Canada,2928,1
Whink,2928,1
Monsta Mack,2927,1
Fody Food Co.,2926,1
Alex Porat,2925,1
Kiwi Collection,2916,1
Wheaton Chevrolet,2916,1
Prince Albert Police Service,2915,1
Emmanuelle Caplette,2913,1
Car Lighting District,2910,1
Scotiabank Arena,2910,1
Courtney Bowles Music,2909,1
NaijaGist,2908,1
Théâtre Gilles-Vigneault,2907,1
Sécurité publique de la Ville de Québec,2906,1
Stevie Smith,2906,1
Cory Tetford Music,2905,1
Laguede Blue Peninsula,2904,1
Positivity Today,2903,1
Alyse Hand,2902,1
SHAN,2902,1
David Browning,2902,1
Joël Mbenza,2901,1
Karissa Pukas,2900,1
I am Tresor,2900,1
Mylène Paquette,2898,1
Ana Cirre,2898,1
HHQc.com,2896,1
CancerTruth,2896,1
Tommy Karevik,2892,1
Wines of Portugal / Vins du Portugal-CA,2891,1
L'Éclaireur Progrès,2891,1
Volleyball Canada,2889,1
London Health Sciences Centre (LHSC),2889,1
Messages de Vie Canada,2886,1
Service de police de Laval,2885,1
NecroticGoreBeast,2885,1
Guelph Mercury Tribune,2885,1
Wanstalls,2881,1
Azaraienumber1,2881,1
The Salvation Army in Canada,2880,1
Ryan Snoddon,2877,1
Halifax Magazine,2876,1
Recyc-TV,2874,1
Mike Williams,2873,1
Hamilton Living,2872,1
Zehrs,2872,1
Taylor Kaye,2866,1
Ambush,2866,1
Black Lives Matter - Toronto,2865,1
Gerti's,2864,1
ESKA,2861,1
JD Louis Creative Media,2860,1
Gus G,2857,1
Miranda Rosin,2852,1
Échantillons Gratuits au Québec,2852,1
Lug,2848,1
Valérie Roberts,2847,1
TamilCulture,2846,1
Positive Thoughts,2846,1
Royal Nova Scotia International Tattoo,2840,1
የካልጋሪ ደብረ ምሕረት ቅዱስ ገብርኤል ካቴድራል/ Calgary Debre Mehret St.Gabriel EOTC,2838,1
Medtronic Diabetes Canada,2838,1
Fit4Less,2837,1
Défi têtes rasées Leucan,2836,1
Brockville Police,2836,1
Machines ATO,2832,1
Jeffery Straker,2831,1
97.7 ROCK Grande Prairie,2829,1
Story Untold,2828,1
Martin Perizzolo,2825,1
Four Seasons Hotel Bengaluru at Embassy One,2823,1
CURLSASK,2823,1
Curtis Waters,2822,1
Serge Beauchemin alias entrepreneur,2820,1
Chatelaine,2819,1
Let's Go Blackhawks !,2817,1
St. Thomas Elgin General Hospital,2813,1
Provigo,2812,1
شركة ليبيا كيسبان للمظلات والهناقر والصناعات الحديدية المحدودة,2812,1
iHeartRadio Canada - français,2809,1
97.3 The Wave,2809,1
The Band Camino,2809,1
Olivier Niquet,2808,1
KANO,2806,1
Serres Magog,2804,1
Audi Canada,2803,1
Free Spirit Hostel Nicaragua,2803,1
Burger King Canada,2802,1
Carlo Rovelli,2802,1
Office of Indigenous Initiatives at Nipissing University,2802,1
Heather Rankin Music,2800,1
Prince Edward Island Preserve Co.,2800,1
UOMA Atlantic - Used Oil Management Association,2798,1
Les Trappeuses - Les Mauvaises Herbes,2798,1
Wilfred Le Bouthillier,2797,1
Khloé Accessoires,2796,1
Yves Rocher Canada,2795,1
Taproot Farms,2792,1
Champagne Événements,2792,1
The Kooza,2791,1
SSundee,2790,1
amanie // illfated,2788,1
Native Education College,2787,1
Liyel Imoke,2787,1
Myssah,2786,1
Lil Tjay,2784,1
Mother Mother,2784,1
Aamir,2784,1
Koriass,2783,1
BC RCMP,2782,1
Fishing fishing,2781,1
Prix Gémeaux,2778,1
Mabel's Labels,2776,1
Noémie Dufresne,2775,1
Spotted In Sudbury,2774,1
Beer Bacon Bands,2774,1
Remises Gagnon,2773,1
Clarington Fire Fighters Association,2768,1
Dan Mazier,2765,1
Daily Dews of Hope,2763,1
AMA - Alberta Motor Association,2760,1
Albertans against the NDP,2759,1
Bridal Falls Waterpark,2757,1
Ontario Veterinary Medical Association (OVMA),2755,1
Mario Jean,2755,1
Albertans Against the United Conservative Party,2754,1
WorldSkills,2753,1
Rayito de Luz,2751,1
BarBurrito Canada,2751,1
Auberge Saint-Antoine,2751,1
THE ROOT CELLAR | village green grocer,2750,1
Les Petits Pots de l'Ogooué,2750,1
Dr. Carin Bondar - Biologist With a Twist,2750,1
Durham College,2750,1
Bar Laitier L'Étoile Polaire,2750,1
UGSM-Monarch Business School Switzerland,2749,1
Hubert Lenoir,2749,1
The Dreadnoughts,2747,1
Bamboo Underwear,2745,1
Women Who Farm,2745,1
Vichar Bhai Dhadrianwale,2742,1
Leafs Rumours & Trades,2742,1
Joannie Rochette,2741,1
Thomas Dang,2741,1
Hôpital de Montréal pour enfants - Montréal Children's Hospital,2740,1
TABLOÏD,2738,1
Alyce Kominetsky - One Word at a Time,2737,1
Je bois local,2736,1
Medicine Hat News,2732,1
Professional Sound Magazine,2727,1
Yoga Fitness,2726,1
jackie,2726,1
Treehouse,2725,1
In Time We'll See,2724,1
Tokunboh Cars NAIJA,2724,1
Toronto Humane Society,2722,1
Womance,2721,1
Tourism Nanaimo,2720,1
Element5 Spa Moncton,2719,1
Devlins Country Bistro,2718,1
London Animal Care Centre,2718,1
Nissa Seych Music,2718,1
A.N.G,2717,1
Sweet Moments,2717,1
Ginette Petitpas Taylor,2715,1
Warner Music Nashville,2714,1
Global Lethbridge,2713,1
Collège LaSalle | Maroc,2712,1
CARABINS,2709,1
Creations Encore,2708,1
Public Health Sudbury & Districts,2708,1
Mayor Brian Bowman,2708,1
Liuna Construction & General Workers Union Local No.92,2707,1
Freedom With Writing,2706,1
SweetLegs,2706,1
தமிழ் gene,2704,1
Canadian Hospice Palliative Care Association,2704,1
"Last Minute Travel Deals, Centre Holidays",2702,1
L'Appui pour les proches aidants d'aînés,2701,1
Topsy Farms,2700,1
Chatime Canada 日出茶太,2699,1
Black River,2698,1
Auguste關德輝,2698,1
NB Power / Énergie NB,2698,1
Gretel and Hansel Movie,2696,1
Animal Protection Party of Canada,2696,1
The Forks,2695,1
Jaimontour.com,2693,1
The Nat & Drew Show,2693,1
Shehryar Ahmed,2693,1
X92.9 Calgary's Alternative,2690,1
etalk,2689,1
Saint John Regional Hospital Foundation,2688,1
Phil Lauzon,2687,1
Québec Science,2687,1
Au Vieux - Brasserie festive,2686,1
Chevalier Ministries,2685,1
Beer League Talk,2682,1
Gaspésie Bistro Gourmand,2681,1
Dix-Iple Deca,2681,1
Afif Kichli Est,2679,1
Polo & Pan,2677,1
Cora restaurants,2676,1
Milow,2675,1
Carine Au Micro,2674,1
ITHQ - Institut de tourisme et d'hôtellerie du Québec,2672,1
UGO Wallet,2669,1
DancehallVybz,2669,1
SPA Mauricie,2668,1
SaltWire.com,2667,1
Réno-Dépôt,2666,1
Inglis Jewellers,2664,1
Quartier Petit Champlain,2663,1
Instagram Vancouver,2661,1
Camrose Police Service,2661,1
تجمع العراقيين الأحرار :: Nabeel Jameel Sulaiman,2660,1
Time One: Discover How the Universe Began,2660,1
THE OFFICIAL CULTURE SHOCK FANPAGE,2660,1
Dying With Dignity Canada,2657,1
The Ontario SPCA and Humane Society,2656,1
Les enfants de la télé,2655,1
Canada Computers & Electronics,2654,1
NHLPA,2653,1
Volunteer Alberta,2651,1
CPAWS NS,2651,1
Ocean Bottom Soap Company,2650,1
Special Reporter,2647,1
TransLink,2647,1
Arahova Souvlaki,2646,1
Ontario Provincial Police Association,2645,1
L'Algérien Et L'immigration,2645,1
The Manitoba Teachers' Society,2644,1
The Kit,2644,1
McDonald's Canada,2643,1
K pour Katrine,2640,1
الرائد للصادرات  Pioneer Exports,2639,1
Stéphane Fallu,2638,1
Arsara Music,2638,1
Halton Healthcare,2638,1
Matthew's Autism Journey,2637,1
Pacific Rim,2637,1
Competition Bureau Canada,2637,1
Ideas on CBC Radio,2635,1
Canadian Nurses Association (CNA-AIIC),2634,1
Things That Matter,2634,1
Parwinder Pukhraj,2633,1
The Anglican Church of Canada,2632,1
Angelo's Italian Market,2632,1
African Lion Safari,2632,1
Wild First,2631,1
Ondinnok,2628,1
Pouzza FEST,2627,1
Fido,2627,1
École de conduite Tecnic,2626,1
The Vimy Foundation,2625,1
Park Place Barrie,2624,1
Alexis de Portneuf,2624,1
Wake Up Ottoman,2621,1
Caron Leid -Author,2620,1
Namaki,2620,1
The African Children's Choir,2617,1
Café Barista,2615,1
Mr. Lube,2614,1
The DIY Mommy,2613,1
SRT4 Junkies,2613,1
Exciter,2613,1
Autumn Skye ART,2612,1
Richard Martel,2610,1
Yogini Shambhavi,2610,1
UnpublishedOttawa.com,2609,1
Invasion Cocktail,2608,1
Maripier Morin,2607,1
Yourtv Sarnia,2607,1
Ahen,2604,1
Prière de ne pas envoyer de fleurs,2602,1
AID 4 PAWS - Search and Recovery,2601,1
Philip Sayce,2601,1
102.3 Now! Radio,2599,1
Costco West - Secret Weekly Sale Items,2599,1
Steven Sabados,2598,1
DeadBeats,2595,1
Canadian Chicken - Poulet canadien,2594,1
Finetone Music,2591,1
NFB,2591,1
François-Philippe Champagne,2590,1
Mark Friesen PPC,2589,1
Les Voilées Fashion,2588,1
Hamilton/Burlington SPCA,2588,1
Plenty of Fish,2586,1
Tirgan,2584,1
Hochelaga,2583,1
The 519,2582,1
ATMOSPHERE - Province de Québec,2582,1
Markham Stouffville Hospital,2581,1
VaughnCo Entertainment,2580,1
CSS du Val-des-Cerfs,2578,1
grandson,2577,1
Yukon News,2576,1
Skate Canada / Patinage Canada,2575,1
Puddle of Mudd,2575,1
L'Avant-Poste,2573,1
Todd Kerns,2572,1
Guelph Humane Society,2570,1
Sukh Dhaliwal,2569,1
The Very Good Butchers,2568,1
KIRSTIN ASH Jewellery,2567,1
"Indian soldiers jai hind, jai bharat ,vandematram",2567,1
Vancouver Aquarium,2567,1
Québec Suicidaire,2566,1
Centre de Correction Vertébrale de Québec,2565,1
The Orangeville Banner,2564,1
Rockslide Gravel Ltd,2564,1
Ashley Rae - shelovestofish.com,2563,1
Kamloops This Week,2562,1
Bloom,2562,1
rabble.ca,2559,1
Caroline Savoie,2558,1
HuffyPuffs,2558,1
City of Mississauga - Municipal Government,2558,1
Darkest Dungeon,2557,1
Fredericton Hyundai,2557,1
Ali Karimi,2556,1
Whistler Heli-Skiing,2555,1
IDS - Verdun Hebdo,2555,1
University of Guelph,2554,1
Förena Cité thermale,2553,1
The Innocent Baker,2553,1
Samantha Martin Music,2552,1
Iscream Shop,2552,1
Françoise David,2551,1
Archdiocese of Toronto,2550,1
Upcycle That,2550,1
Carmel Joy Baird,2545,1
Fueled By Ramen,2545,1
QEII Home Lottery,2544,1
WE ARE FURY,2543,1
Recorder Newsroom,2543,1
Polar Bear's Club,2542,1
Shilin,2542,1
CBC Radio: Unreserved,2540,1
Lunetterie Pourquoi Pas,2540,1
Spodermen,2540,1
Canadian Dimension,2539,1
Elf on the Shelf Ideas,2538,1
Democrats Abroad Canada,2538,1
Cheryl Gallant,2538,1
Calgary Guardian,2538,1
Voir,2535,1
A&B Boutique,2535,1
Entre-Côte Riverin St-Romuald,2533,1
Le District Gourmet Sainte-Foy,2531,1
Isabelle Huot Docteure en nutrition,2530,1
Berry ቤሪ,2530,1
Hamilton Coalition to Stop the War,2530,1
CO-OP CRS,2530,1
FR33WI11,2529,1
Stéphanie Bédard,2529,1
immigrer.com,2529,1
Ras Kitchen,2527,1
MUTE,2527,1
Harrison Watersports,2526,1
Klorane Canada,2525,1
NQ Arbuckle,2525,1
Soundwave,2525,1
廣傳媒,2524,1
Koyorin,2524,1
Red River Co-op,2524,1
101.5 myFM,2523,1
Kenora Miner & News,2523,1
Independent Music Promotions Inc,2521,1
Brent and Becky's,2521,1
l'Orée du Bois,2521,1
Gendarmerie royale du Canada au Nouveau-Brunswick,2520,1
Atlantic Credit Unions,2518,1
Sarah Richardson,2517,1
Birthright International,2517,1
Legend’s Gate,2515,1
Simply Surimi Seafood,2515,1
Ancestral Canada,2514,1
Les Deuxluxes,2513,1
Milly Wessy,2512,1
Popsays,2512,1
T. Thomason,2512,1
TVA Est-du-Québec,2512,1
Martin Allard,2511,1
Islamic Relief Canada,2511,1
Choisis de Jesus,2510,1
Meteorologist Peter Quinlan,2509,1
SeaLegacy,2509,1
The Turtle Lodge,2508,1
Pere Camille Moubarak FaithLook,2504,1
The Kidney Foundation of Canada-Ontario Branch,2503,1
Clinique d'orthophonie de Bri-Bri,2503,1
Freedom Free For All,2502,1
Wildlife Rescue Association of BC,2501,1
Wild Feed,2501,1
Adventurer Campers,2501,1
Hublo,2499,1
Ingrid Falaise,2498,1
Canadian Living,2497,1
Kingston 1000 Islands Cruises,2497,1
Pit Crew Drive Thru Services,2496,1
Eastern Health,2496,1
JASON BLAINE,2496,1
The Times & Transcript,2495,1
Sea To Sky Gondola,2494,1
Domaine Labranche,2493,1
Actualité Humour HR,2491,1
Okotoks Today,2491,1
Jack Harris,2490,1
Adrenalinejunkieprod,2489,1
Bluewater Health Foundation,2487,1
Webb Quadruplets Updates,2487,1
Ankita Music,2487,1
Niagara College Canada,2486,1
Medicine Hat Police Service,2486,1
Fort McMurray Home Hardware Building Centre,2486,1
Tommy Boulanger,2486,1
Talk Ethiopia with Isaac - ቶክ ኢትዮጵያ,2485,1
the NATION magazine,2483,1
Les Beaux Proverbes,2483,1
Jimmy Moukarzel,2482,1
Samian,2482,1
Huma in the kitchen,2481,1
RED FM 93.1,2481,1
Baleines en direct,2478,1
R.A.S_Officiel,2477,1
Destination centre-ville Montréal,2477,1
PANZERFAUST,2477,1
Jenny Kwan,2477,1
Things that should not be where they are,2477,1
Cal Morris Music,2477,1
True North Records,2474,1
RallyeAttack21,2472,1
CF Combat Camera / Caméra de combat des FC,2472,1
Air Show Atlantic,2470,1
Extreme Natural Health News,2469,1
Ethiopian Entrepreneurs Network,2469,1
Ottawa and Valley Lost Pet Network,2469,1
Cypress Mountain,2469,1
Ludwig van Toronto,2468,1
Beauce Média,2464,1
Carnation Cambodia,2464,1
Algorhythm,2464,1
88.7 myFM,2464,1
CMR 24.FM | ThamilFM,2464,1
Dr V Mohan,2463,1
Alberni Valley News,2463,1
New Brunswick / Nouveau-Brunswick,2462,1
Meghan Murphy,2462,1
Metro Vancouver,2461,1
The Kitchen Magpie,2460,1
"HRH Catherine, The Duchess of Cambridge",2459,1
Andréanne Larouche,2458,1
Town of Stony Plain,2458,1
Somaliland visions,2457,1
MRC de Roussillon,2457,1
Maulana Anayatullah Anwer,2455,1
Canadian Museum of History,2455,1
FouKi,2455,1
Hugo Girard,2454,1
Canadian Musician Magazine,2452,1
MU,2452,1
La Bête Bar-Steakhouse,2452,1
Caracol,2450,1
Judo Canada,2450,1
KI & The Band,2449,1
Sibéria Spa,2449,1
PPSIMMONS,2449,1
Cepacol Canada,2448,1
Medicine Hat Fire Fighters,2447,1
Trucs et astuces informatiques,2447,1
We Matter,2446,1
Coast Capital Savings,2444,1
Simply Nailogical,2444,1
Aldo Nova,2443,1
English Montreal School Board,2443,1
Zimbabwe Football Development Academy- Centre of Football Excellence,2443,1
97.5 KROCK,2442,1
slowthai,2442,1
IMA,2442,1
CEDA,2442,1
Spiritual Quotes & Beautiful Photographs,2439,1
Browning Harvey Ltd.,2438,1
BC Teachers' Federation (BCTF),2437,1
EMPIRE,2436,1
Ben K7,2433,1
Vasek Pospisil,2433,1
Décors Véronneau,2431,1
Hockey Hall of Fame,2431,1
Dorset Tea,2431,1
Royal Ontario Museum,2430,1
Edmonton Transit Service - ETS,2429,1
Xplornet Communications Inc.,2429,1
Swollen Members,2429,1
Napa Valley Wine Train,2427,1
Saint-Houblon,2427,1
Max Parrot,2426,1
The Firearm Blog,2425,1
The Agonist,2424,1
La Personnelle,2422,1
Jean-Michel Blais,2421,1
North Bay Nugget,2420,1
Everything about Fitness,2420,1
Jasper National Park,2419,1
This Kinda Life,2418,1
Viral Videos,2418,1
Cyprinus,2418,1
Confection Imagine,2418,1
Solo Travel Society,2417,1
Cavetown,2417,1
Rememe Dankartes,2416,1
Foodland Ontario,2416,1
Pratico-Pratiques,2416,1
Association québécoise des pharmaciens propriétaires - AQPP,2415,1
Toronto Public Library,2415,1
The Town Heroes,2415,1
Frankie Flowers,2415,1
CBS The Bold and the Beautiful Spoilers,2414,1
Cinémas Guzzo,2414,1
Logical Minds Only,2414,1
MÉCO D'ART,2414,1
Great Buffet of China,2413,1
Fleming College,2412,1
Dragon Moon Gifts,2411,1
The Chalmers Foundation,2411,1
Wine Folly,2411,1
United In Christ,2410,1
Nav Bhatia Superfan Page,2410,1
"Seytoo, S’instruire, S’épanouir.",2409,1
Royal Victoria Regional Health Centre Foundation,2408,1
CJPME - Canadians for Justice and Peace in the Middle East,2408,1
Peterborough Police Service,2407,1
Eric Mandala,2407,1
Code: Pandorum,2406,1
"Bonbons, Noix et cie.",2406,1
Xi Jinping's Multipolar World,2405,1
Complexe Hôtelier le 55,2405,1
Takussaan Lingerie,2404,1
L'Avantage,2400,1
The Amazing Race Canada,2400,1
"Con permisito, dijo Monchito",2399,1
Canadian Snowcross Racing Association (CSRA),2399,1
Oshin Brar,2398,1
"Healing ADHD & Asperger's Without Hurting Jennifer Giustra-Kozek, LPC",2397,1
Mennonite World Conference - MWC CMM,2396,1
Prince George Chamber of Commerce,2396,1
Paul Brandt,2396,1
Chilliwack Progress,2395,1
Planet Paws en Español,2394,1
Free Apps,2393,1
Modern Dog magazine,2393,1
Jayson Clunie,2391,1
Revelstoke,2391,1
Ma Côte-Nord,2390,1
The Legend of Chad: Ocarina of Memes,2389,1
National Observer,2388,1
Bin 4 Burger Lounge,2387,1
Shan Vincent de Paul,2387,1
Flavor 19,2386,1
We Are One Canada,2384,1
مینیمال هایی برای زندگی,2383,1
Dark Angel Official,2383,1
Storeytown Cottages,2382,1
Nova Scotia Fisherman Skincare,2381,1
Ligue La Leche,2380,1
Wallack's Art Supplies,2379,1
Randy Hillier,2378,1
Cardinal,2378,1
Beyond Creation,2378,1
Samuel Côté-Sculpture sur panache & Antler carving,2378,1
Lait au chocolat,2378,1
Armenian National Committee of Canada,2377,1
Habitat for Humanity Fredericton Area,2377,1
DreamWorks Dragons: Titan Uprising,2375,1
Maïka Desnoyers,2375,1
OrilliaMatters,2375,1
Le Nord-Côtier,2375,1
Pierre Paul-Hus,2375,1
MLV  Express Fitness +,2374,1
Tajimaya Charcoal Grill Baguio,2373,1
Geoff Gulevich,2373,1
Rogers Hometown Hockey,2373,1
Trust me. . I'm a Pharmacist,2371,1
Bardish Chagger,2370,1
Oasis Surf,2370,1
jokersgallery.com,2370,1
Calibre,2370,1
Ayub Yusuf Sakiin,2369,1
Tourisme Trois-Rivières,2369,1
Joey Scarpellino,2367,1
Christy Clark,2367,1
Health Care Foundation,2366,1
Knitty,2365,1
Redken,2364,1
Madison Violet,2364,1
Country 89,2363,1
RYOBI Power Tools Canada,2361,1
Ivanhoé Cambridge,2361,1
AŞK-I Istanbul,2361,1
Guillaume Cizeron,2360,1
Rustic Mama Retreats,2359,1
ON Canada Politics,2358,1
www.HOCKEY30.com,2358,1
Canadian Quilters Association,2357,1
Rogers Foods Ltd.,2357,1
Hot Thai Kitchen,2356,1
CTV Morning Live Vancouver,2355,1
Bramptonist,2354,1
Country 94,2354,1
Fit is a Feminist Issue,2351,1
Andrew Wilkinson,2351,1
Fisherman,2349,1
Jake Shears,2349,1
Manitoba Storm Chasers,2349,1
Voyages à Rabais,2348,1
Irving Oil,2346,1
Land Rover Canada,2344,1
Journal intime de Marc Bergevin,2344,1
Parc Safari,2343,1
Florence Fire Department,2343,1
Park Place Shopping Centre - Lethbridge,2343,1
Money Machine,2341,1
"Ministère de l'Agriculture, des Pêcheries et de l'Alimentation du Québec (MAPAQ)",2339,1
كندا بالعراقي,2338,1
Bianca Bombshell,2337,1
Make It Home Kingston  - #YGK,2336,1
Demise of the Crown,2336,1
Ville de Laval,2334,1
Cornwall Seaway News,2332,1
Amermelade,2332,1
Los Aldeanos (Official Fans Group),2331,1
Fernie BC,2330,1
Blackburn News Sarnia,2329,1
Make Good,2329,1
Real Country 95.5,2328,1
Indigenous Tourism Canada,2326,1
Josh Mario John,2326,1
Equination.net,2325,1
Eagle Feather News,2325,1
La Petite Ourse - Canada,2325,1
Women Who Lift Weights,2324,1
Days of Our Lives Megafans,2324,1
Iben_collection.,2323,1
Canyon Ski Resort,2321,1
"John Vanthof, Timiskaming-Cochrane",2321,1
Damon Bennett,2320,1
Radio-Canada Espace Marques,2320,1
Gyani Sant Singh Maskeen ਗਿਆਨੀ ਸੰਤ ਸਿੰਘ ਮਸਕੀਨ,2320,1
DANIEL WESLEY,2320,1
Yann Perreau,2319,1
"102,7 Rouge",2318,1
Éducaloi,2318,1
Debbie Mason,2317,1
Wab Kinew,2316,1
Rob Gonsalves (Official Site),2316,1
Fishing & Hunting in Manitoba,2315,1
General Hospital Rehab,2315,1
Tourisme Chaleur Tourism,2314,1
Unlimited Waifu Works,2313,1
Quinte Mall,2313,1
Nonbinary & Intersex Recognition Project,2310,1
Travel Yukon,2307,1
Énergir,2304,1
الانتفاضة الان,2302,1
Military Wives,2302,1
"94,9 Rouge",2302,1
Trillium Health Partners,2302,1
The WORKS Gourmet Burger Bistro,2301,1
Niko Jay,2301,1
Central Ontario's Pure Country,2300,1
Coop Touski,2299,1
شاداب امین بیگزاد shadab amin bigzad,2299,1
Isomers Skincare Laboratories,2299,1
Limitless Core,2299,1
unitedethiopian.tube,2297,1
Alan Frew,2297,1
Winnipeg Animal Services,2296,1
Brandon Tourism,2295,1
KiSS Radio,2294,1
Veritas Pilipinas,2293,1
Curiocity Toronto,2291,1
Church of the Rock,2290,1
Rocky Mountain Outlook,2289,1
Kiky Collection,2288,1
Eliza Mayhew,2287,1
Saving Mr. Jinnah,2287,1
CASA,2284,1
Newlegend,2280,1
Woolwich Dairy,2278,1
Old Yale Brewing,2277,1
One Tree Planted,2276,1
"FM Charlevoix - CIHO 96,3",2276,1
Spotted St-Bruno,2273,1
Cultural Action Party- Ontario,2273,1
Everything Old,2273,1
Scotiabank,2272,1
Pascal Bérubé,2271,1
Dice Iida-Klein,2270,1
Rosebud Theatre,2269,1
Roots,2269,1
Canadian War Museum,2262,1
Vancouver Police Department,2262,1
High Button Sports,2261,1
United Sport & Cycle,2253,1
Schneiders,2253,1
New Brunswick Storm and Weather Center,2252,1
Université de Sherbrooke,2251,1
Gouvernement du Nouveau-Brunswick,2250,1
Sunrise Credit Union,2250,1
Toyota Magog,2249,1
Octavie Divine,2249,1
Canadian Tulip Festival - Festival canadien des tulipes,2248,1
Keswick Compounding Pharmacy,2248,1
Global BC Community Central,2248,1
Kaw Valley Greenhouses,2247,1
Joey Sherrett,2247,1
Shivjot,2245,1
Indian River Reptile & Dinosaur Park,2245,1
ChallengeU,2243,1
