page,interactions,nb
Half the world away,8081,1
St. Louis Bar & Grill,8081,3
Toy Traders,8079,1
Cliniques Médicales Privées Avenir MD,8077,2
PDLT ٩͡๏̯͡๏۶,8075,3
Aviva,8071,1
Raul Villacis,8063,1
Jenny Chastellaine,8057,1
Middlesex-London Health Unit,8052,1
Thomas James Arelis Carpenter,8045,2
Chrome Center Maroc,8035,1
Women's March Canada,8031,2
Kinzo – Loto-Québec,8031,4
King George Acquah,8029,4
Nobel Women's Initiative,8029,4
Café Politique,8026,2
The Punisher,8021,3
Stopmensonges,8014,4
Science Café - ሳይንስ  ካፌ,8009,1
Majid Jordan,8001,4
Data Science Academy,7988,2
LHJMQ,7985,3
IndiaTimesLive,7978,2
Les Chefs,7966,3
Expo Donnacona,7960,4
Entrepôt Chaussures PRIX,7959,1
Gladius,7957,4
SGI,7955,2
Brandon Firefighter Paramedics,7954,2
Kawartha-Haliburton Crime Stoppers,7950,2
L'Éclat,7939,2
Cape Breton Regional Police,7935,3
Taste of Nature,7934,3
Nova Scotia Fisherman Skincare,7932,4
Les Trois Accords,7921,3
"Mamann, Sandaluk & Kingwell LLP",7918,2
MacArthur's Flower Shop,7915,1
The Community of St. Albert,7912,3
LAB | Languages Across Borders – Destination Melbourne,7906,1
Architecture TV تلفزيون العمارة,7906,1
Canadians For Common Sense and Against Political Correctness,7903,2
Geneviève Guilbault - Députée de Louis-Hébert,7903,3
Joybilee Farm,7899,2
Faith Beyond Belief,7896,1
Club Glow,7896,3
Saski Collection,7895,1
Elias Munshya,7891,3
Mehdi Bousaidan,7885,3
Collective Arts Brewing,7884,1
TNT Towing,7884,1
Clare Dunn,7884,2
KitchenAid Canada,7883,2
Ma Caféine,7883,2
IraRott Designs,7881,4
MUCH,7880,4
Sudbury Professional Fire Fighters,7879,1
Mike Martins,7875,3
Musée national des beaux-arts du Québec (MNBAQ),7871,3
The Dark Eighties,7864,2
Taco Bell Canada,7860,3
Chief $upreme,7858,2
Kelvin Sean Music,7855,3
Newmarket-Aurora NDP,7855,2
Michael Redhead Champagne,7855,2
Aurora Winter Festival Vancouver,7853,3
Vancouver Public Library,7846,2
Westminster Savings,7844,4
Municipal District of Bonnyville,7841,3
Jeff Gustafson,7839,3
Prime Time Local News,7828,4
Smiths Falls Record News,7826,2
Olives from Spain - Canada,7826,4
Anthony Tullo,7811,1
93.9 The River,7809,2
Acorn Stairlifts Canada,7803,2
Ardene,7802,2
Ancient history of oromoo,7799,4
Andréanne Marquis,7798,3
Alberta Children's Hospital Foundation,7795,2
Sigfusson Northern Ltd,7793,2
Ontario Black History Society,7790,2
GSI Musique,7789,2
City of Mississauga - Municipal Government,7780,4
Telluride Blues & Brews Festival,7780,2
AllTrends - Populaire,7778,1
Balnea spa,7775,2
Parti conservateur du Québec,7771,4
1991,7769,4
News Talk 980 CKNW,7766,3
Crofter's Organic,7762,2
Pandora,7759,1
Bloc Shop,7757,2
Big Fish Expeditions,7757,3
Random Boutique - Alisha Schmidt,7755,4
Bell MTS Place,7755,3
African Women Acting (AWA),7752,4
Têtes à claques,7748,1
Eve Martel,7744,2
Jason McCoy,7741,2
Noble Sélection,7739,2
Um Anas Islamic Fashion & Book Store,7736,2
Dj P2N Official,7735,3
Imports Dragon,7735,4
The Chaos and the Clutter,7728,3
InterCity Autobody,7727,1
Mon Blog Chretien,7721,3
Paddling Magazine,7719,3
Annie Bonsignore Music,7719,2
Ma Cabane en Gaspésie,7710,1
Tania Zygar,7707,1
Future Super,7701,3
Pouzza FEST,7701,3
4 Media Pro,7698,1
A Virtual Vegan,7695,3
EDO Cultural in Ottawa,7694,1
La Mombie,7692,2
Wheaton Chevrolet,7690,2
Health Sciences North / Horizon Santé-Nord,7685,2
Harambe,7679,2
Tricentris,7678,1
Bense Optical & Optometry,7670,3
Interlock Metal Roofing,7670,2
99.3 The Drive - Prince George's Classic Hits,7667,1
Syria Civil Defence - The White Helmets,7666,3
Sugar Bush Yarns,7666,3
Serge Beauchemin alias entrepreneur,7656,3
Hopscotch the Globe,7656,3
HOLR Magazine,7656,2
Cizzy Darling Officiel,7655,2
Lâcher prise,7654,2
Science North,7653,3
Extreme Hockey and Sport,7651,1
"Adonis "" Superman "" Stevenson",7651,4
Councillor George Darouze,7646,1
Famille Charles IGA et IGA extra - Gatineau Chelsea Cantley,7642,3
Railbird Festival,7638,2
Just Say NO to Justin Trudeau,7638,4
Piknic Électronik Montréal,7636,3
NIOMZ,7634,3
Rupan Bal,7627,3
Salmon Arm Observer,7623,1
Dominic et Martin,7623,2
Chomp Supply Inc.,7622,1
Hockey Ministries International,7622,2
MilkUp Ontario,7621,3
Provincial Exhibition of Manitoba,7616,2
Mama Misfit's Cheesecakery,7611,4
4000 Hikes,7609,3
Times of Asia,7608,1
Ontario Pharmacists Association,7607,2
L'Espace Public - Brasseurs de quartier,7604,2
Ontario News Now,7604,3
Sawmill Structures,7601,1
Spotted autoroute 15,7601,1
Mummy Fitness,7596,3
SE Health,7595,3
GUND,7592,2
You're My Favorite Kind Of Night,7582,2
عين كندا - Eye Of Canada,7582,2
Salvationist Magazine,7581,3
Fred VanVleet,7581,2
MHI RJ Aviation ULC,7580,2
Calgary Food Bank,7575,2
Canadian Snowcross Racing Association (CSRA),7573,3
Somaliland visions,7570,3
1045 Fresh Radio,7562,2
Burnbrae Farms,7559,3
Nature Guelph,7556,1
Fake Baudrillard Post-Post Posting,7555,3
Rustically Signed,7551,2
Spa des Neiges,7550,2
Bijoux Cré-Art inc,7542,3
Layla Zoe Fanpage,7540,3
Edo Japan,7537,3
The Community Against Preventable Injuries,7536,4
Swagger Magazine,7536,3
Alexandre Cloutier,7533,3
The United Church of Canada,7523,2
Institute for Canadian Values,7519,1
Teeyah's,7518,4
Ville de Joliette,7517,2
Sabotage Studio,7512,2
The Squamish Chief,7511,3
Ontario Ministry of Colleges and Universities,7507,1
Antifa International,7504,3
Timmins Flower Shop Inc,7501,4
CURLSASK,7496,3
Pavii Ghuman,7494,1
Element5 Spa,7491,1
Virgin Radio Vancouver,7490,3
Fantino & Mondello,7486,2
Famous Dex,7483,3
Klorane Canada,7481,3
Regent Mall,7481,3
Fondation René-Verrier,7479,1
Apex Legends Battle Royale,7472,1
Val Saint-Côme,7467,3
Shania Kids Can,7467,2
The Girl in the Spider's Web / Ce qui ne me tue pas,7467,1
Husqvarna,7466,3
Land & Sea,7466,4
Postes Canada,7465,3
KINTON RAMEN,7461,1
Joel Plaskett,7457,2
Mt. Norquay Banff,7457,1
Eminence Organic Skin Care,7455,3
Exclaim!,7455,3
Voyages Arc-en-ciel,7451,1
Simon Fraser University,7447,3
Ðj Eddie Mix,7444,1
Steelorse,7443,1
Free Apps,7441,3
UnpublishedOttawa.com,7440,3
Havelock Country Jamboree,7436,2
101.3 The River,7430,2
Sport Radical,7428,3
Cleopatra Aromatherapy,7423,3
Richmond Night Market,7421,4
101.9 The GIANT,7412,4
Naturally Savvy,7410,3
Festival en chanson de Petite-Vallée,7408,3
Belletrist,7405,2
Aldo Nova,7402,3
Jobillico,7402,1
Capitales de Québec,7401,2
Murray Chevrolet Cadillac,7401,2
High Liner Canada,7400,2
The Enfield Weekly Press,7400,3
What Happened In Vegas,7395,1
Lighthouse Labs,7394,3
Mealing Racing,7390,2
Hugh Dillon,7388,3
Ingrid St-Pierre,7382,3
M&M's Canada,7382,3
Mugelezi,7380,1
Concept M Rustique,7379,3
Ka Gold Jewelry,7378,4
Cowboy Jay,7377,2
Bee Buzz,7376,2
Destination Membertou,7373,3
Kitchener Waterloo Humane Society,7371,1
Our Daily Bread,7365,4
Beauce Carnaval inc,7364,2
صفية السهيل,7363,1
The Old New York Page,7359,3
Halifax Regional Municipality,7358,1
CJPME - Canadians for Justice and Peace in the Middle East,7357,3
Anybody But Conservative,7351,2
The Gay Women Channel,7351,3
Justine Blanchet,7349,3
Waveendz,7343,1
Apollo Cinemas,7342,2
Century 21 Dome Realty,7341,2
Adriana LaGrange,7339,2
Recettes Africaines,7338,2
Madison Violet,7337,3
Consulate General of Canada in Chicago,7336,1
Luuup,7333,2
Smith Trucking Inc.,7332,1
SpiderTech,7332,1
Clerel,7329,1
Expo de Trois-Rivières,7327,3
Canadian Federation of Nurses Unions (CFNU),7324,3
All Tech Tricks,7323,1
Three Six Zero Salon & Spa,7321,4
NORSKK,7320,1
Sync Digital Solutions,7320,1
سهراب سپهری Sohrab Sepehri,7320,4
Baltic Club,7319,3
101.1 BIG FM,7312,3
Welland & District Humane Society,7308,3
Unplanned Pregnancy Support Group,7302,3
Justin Turdeau Globalist,7300,3
Dj Uppercut,7299,2
Siding Specialists at W.R. Ventures Ltd,7297,2
A Better Us,7296,3
Toronto Transit Commission,7293,2
Kid's Korner,7287,2
95.7 CRUZ FM,7271,2
Fresh Cuts Market,7262,3
Dave Gunning,7260,2
Grand River News,7260,3
Welland Tribune,7259,1
Hitman Sniper,7254,3
Husky,7254,1
Ohana Applique Designs,7249,4
The Standstills,7245,2
Telegraph-Journal,7241,2
Train touristique Orford Express,7241,2
Canadian Centre for Child Protection,7238,2
Carrier Sekani Family Services,7235,2
The Stratford Beacon Herald,7230,1
Colyn,7228,2
Wines of Portugal / Vins du Portugal-CA,7227,3
Teria Morada Music,7225,2
CBC Maritime Noon,7217,2
The Soul Booth with Nancy Regan,7215,2
Saint frère André / Saint André Bessette,7214,3
Dudley Perkins A.K.A DECLAIME,7213,1
Macedonian Human Rights Movement International,7213,3
Discover Miramichi,7210,3
CSR LEBANON,7207,2
Edmonton Transit Service - ETS,7207,3
Elisa Vicedo,7207,2
arabElove,7204,3
Fireworks FX,7197,2
KD Musics,7197,3
Scotch,7192,3
Latunezi,7189,1
IFresco Wallcoverings,7189,3
برزه - وفيات,7188,4
Cornwall Seaway News,7187,2
The Clever,7178,2
Nectar Yoga,7176,2
Chambre des notaires du Québec,7175,2
Jupiter Hollow,7171,2
Big Time App,7170,3
Reasons for Jesus,7166,2
Live Clean,7165,2
Combined Energies Collective.,7159,3
Oldies 96.7,7157,3
Scrapbook & Cards Today,7157,4
Stories for Caregivers,7156,2
ATTITUDEliving,7151,3
OpenMedia,7142,2
Fondation Lise Watier,7137,1
Hambleton Galleries,7134,3
Zvirikufaya na keda,7134,1
Persimon,7129,1
ABC Bakers,7128,2
Kazani za rakija Destilatori MK,7126,2
Anthony Abdo l Composer,7121,1
JYAY,7112,2
One Drop,7112,3
Gerber Collision & Glass,7111,2
Karen McCrimmon,7109,1
Pet Connection Canada,7108,2
Rhys Wyn Trenhaile,7105,1
93.3 The PEAK,7098,2
Ontario Veterinary Medical Association (OVMA),7098,3
Kérastase,7096,2
Progress Toronto,7086,4
Polysleep,7085,2
Ocean Bottom Soap Company,7084,3
African Athletics United,7082,3
Société Saint-Jean-Baptiste de Montréal,7081,3
Premier Tech,7080,1
Adeel Suhrwardy,7079,2
Octavia May,7078,2
Raven Banner Entertainment,7069,2
Impressions of Algonquin,7068,4
St. John Ambulance BC/Yukon,7067,3
CAZIS,7067,2
Dr. Stephanie Estima,7063,1
Red River Early Learning Centre,7059,2
Justin Starling,7059,3
Chateau Mont-Sainte-Anne,7057,1
The Forks,7056,2
Escaparium Montreal - Jeu d'Evasion - Escape Game,7055,3
The Hill Times,7055,2
Canada Together,7049,1
Emilie Ouellette,7047,3
Mishka - the series,7045,1
Kicking Horse Mountain Resort,7044,3
Fody Food Co.,7044,3
Royal Canadian Mounted Police in Ontario,7044,1
Agence des services frontaliers du Canada,7041,3
Pen Centre,7040,3
HackerNest,7039,1
CHEO,7039,3
Mame Abdoul Aziz Sy Dabbah Malick,7039,4
Agua Negra,7037,3
Le Jeu C'est Sérieux,7036,2
Billy Tellier,7036,3
الصعاليك - Assa'aleek,7030,2
Trent Sulz,7026,1
Student Life Network,7024,3
Tri Colour Productions,7019,2
Trades and labor jobs,7016,2
CareerQuest College,7012,1
Nature en vue - Eric Deschamps Photographie,7012,3
Alfanaan Salal Yare,7009,4
Tourisme Outaouais,7008,2
Brio SalonSpa,7005,1
"Todd Doherty, MP",7003,2
Canadian Cancer Society - Cops For Cancer Canada,7000,3
Royal Brand,7000,3
ScanBC,6999,2
தமிழ் gene,6998,2
FVDED In The Park,6995,2
Analekta,6995,1
Missing In Canada Podcast,6989,1
Meghan Patrick,6986,2
الكوخ للاطفال - المنصور,6985,4
CrossIron Mills,6980,3
DogQuality.com,6979,2
Chien Mondain,6977,4
Trump News,6974,1
Residence Inn Kingston Water's Edge,6970,2
Daily Hive Edmonton,6966,2
Stay In Medicine Hat,6963,3
VNN,6962,3
Dr. Bass Msb,6962,1
Alicia Moffet,6961,1
The Agonist,6959,3
Marché du Village Ange-Gardien,6959,2
Sapphire Steamy,6958,2
Votemeyo,6957,2
Faber Drive,6955,3
Alaclair Ensemble,6955,3
Kraze 101.3,6951,3
Mackinac Island - Mackinac.com,6949,2
NUC All American Game,6948,1
Las Palapas Resort Grill,6948,2
Fairmont Waterfront,6948,1
Royal Alexandra Hospital Foundation,6943,2
Michel Jean,6943,3
CBC This Is That,6942,4
The Safehouse Project,6937,2
Devon Jae,6937,1
Laser Game Evolution Brossard,6936,2
"Marlin Travel, Travel Network",6932,2
Rachelle Béry,6927,2
California Prunes - Canada,6925,2
The Qarah,6923,1
La Station du Chêne Rouge,6922,1
JWN,6918,3
OLA Bamboo,6917,3
Quinte Mall,6914,4
36?,6913,2
Birt's Furniture,6908,3
DSBN,6908,3
Sammanthurai24,6907,2
FirstMate Pet Foods,6907,3
Watches-Direct,6906,1
91.9 Sports,6898,2
La Planque Jeux Vidéo,6896,1
Zach Diamond,6896,3
Sabat & Sawen,6894,1
Tamara Jansen MP,6894,1
Insidious,6894,1
Marto Napoli,6893,3
Quark Expeditions,6893,1
TribeThrive,6884,1
Peterborough Musicfest,6881,3
Underground Art Community 艺术,6879,1
L'Écho de Maskinongé,6879,2
Hochelaga,6879,3
"Définitivement, Pierre.",6873,4
Scott Brison,6869,3
Moreault en Jase - Radio.,6867,2
Puddle of Mudd,6865,3
Scientifique en chef du Québec,6862,1
Royal Alberta Museum,6860,3
Alberta Parks,6855,2
Daily Planet,6849,2
ESKA,6847,3
YASSiN,6846,1
LIVETARGET Lures,6845,2
Campus Rec - U of S,6845,1
La page à Zoé,6837,2
Journal Le Lac-St-Jean,6835,2
DMT Records,6834,2
Adorable Babies,6833,2
Timminstoday.com,6831,2
Jonathan Painchaud | Page officielle,6828,2
Hanin Homemade& Art,6825,3
The Nat & Drew Show,6821,3
Activate,6821,2
Scavengers Studio,6817,1
Loblaw Companies Limited,6814,1
Leafs Nation,6813,3
Nonesuch Records,6810,2
CAJOR,6810,1
Éducation Québec,6807,2
PEETZ Outdoors,6803,3
Comunidad Tatuada de Pachuca,6803,3
RYOBI Power Tools Canada,6803,3
Max Thomson Music,6794,3
Sean Pettit,6788,1
Shaykh Faraz Rabbani,6785,1
Kingdom Ambassador Alvin,6782,3
Hugo Girard,6782,3
Perth Courier,6774,3
Black Ball Ferry Line,6771,1
Les dieux de la danse,6770,2
Mother Mother,6769,3
Neil Ellis,6766,1
Matthew Good,6766,3
Una belga mexicana,6765,1
We Love Liverpool,6763,3
YADAH,6760,2
Laura Gagné,6759,3
Royal University Hospital Foundation,6756,2
Jess Lea Boutique,6753,1
Union Gospel Mission,6751,3
Jay Status,6749,2
Charlie Worsham,6748,2
Alghoul Canada Immigration Law Firm,6745,3
Mili Soch,6745,2
Kleinfeld Canada,6743,4
Theprp.com,6739,3
Bramptonist,6735,3
Jerry Cantrell,6732,2
Accelerated Motion Physiotherapy,6729,1
Samantha Martin Music,6725,2
TÖME,6725,2
Loonie Politics,6724,2
Bob Zimmer,6724,2
Frank & Gino's Grill and Pasta House Truro,6721,2
Sunnybrook Health Sciences Centre,6720,3
Pascal Bérubé,6720,3
Royal Distributing,6718,2
Bill613.com,6712,2
Angella MacEwen for Ottawa West-Nepean,6708,1
Dara3ta دراعطة,6706,2
JFL Just for You           JFL Juste pour toi,6703,2
Scotch-Brite,6698,3
Pour tous ceux qui aiment le jardinage,6698,3
azna Fashion,6694,4
Save My Bag,6691,2
Post Hypnotic Press,6690,1
Sierra Idrees,6688,3
The Manitoba Post,6687,2
Nadeau Barlow,6685,2
Rachel Blaney MP for North Island - Powell River,6684,2
Reckless,6679,2
Mito,6679,2
Country 106.7,6678,3
Freshslice Pizza,6676,2
GUN POST,6675,1
جـزائـرنـا  - Jazairona,6675,1
Brandt Centre Events,6674,2
Canada Safeway,6674,2
Déco Surfaces Planchers Design Val D'Or,6674,1
CHAT TV  Medicine Hat,6673,2
Sam Mailloux.,6672,1
Fondation de l'Hôpital général du Lakeshore - LGH Foundation,6670,1
The Tri-City News,6668,2
Magasin Latulippe,6663,2
From the Broker's Desk - with Sebastien Sperano,6663,2
LaCoupe,6662,2
Coldest Night of the Year,6659,3
Dimitri's Souvlaki Restaurant,6654,3
KHALILOGENE,6649,1
Sélection Retraite,6646,2
GON BOPS,6643,1
Julie Height Doing Life,6638,1
Oum Walid / ام وليد,6637,2
The Lost Fingers,6633,1
Heritage Perennials,6631,1
Fier d'être Guyanais,6628,1
Widmore,6623,2
MR MIKES,6622,3
투애니원,6620,2
Parvati,6619,2
"Yes, I Feel That Way Too Sometimes.",6618,3
The most interesting things,6617,3
CISSS de Laval,6616,2
ElderDog Canada Inc,6607,4
Bernard Adamus,6599,2
Franklins Dealers,6598,1
The Brick,6597,2
Thunder Bay District Health Unit,6595,2
Catherine MacLellan,6594,1
Zemari Tewodros Yosef,6590,1
Opération Nez rouge,6587,3
Red Planet Group,6586,4
The Fur-Bearers,6581,2
Kenai Fjords Tours,6578,2
CARABINS,6577,3
Hampton Inn & Suites Truro,6577,2
Drift Society,6576,3
FliegerFaust,6571,2
Teepee Creek Stampede Pro Rodeo,6571,3
Défi têtes rasées Leucan,6570,3
Prophet Jossy,6567,3
Casey Burns,6566,2
Canadian Music Hall of Fame,6564,3
Green Party of Alberta,6563,1
Smokin Blunts,6561,1
Smash Hit Combo,6560,2
Seven Peaks Festival,6558,2
Nutrinor Quincailleries,6554,2
UBC Faculty of Medicine,6554,1
Old Soul Soap Company,6553,3
Bonne Année,6551,1
Terrell Mackey - Musician,6542,2
Canada Strong and Free Network,6537,3
DIANE DUFRESNE (Officiel),6532,2
Éditions Midi trente,6531,2
SalamaTech - سلامتك,6524,2
Ankawa News,6523,2
SaskTel,6522,2
Pierre-Yves Lord,6517,1
لا تنس الصلاة,6513,3
Daily Hive Offside,6511,2
Jean-Charles Chabot,6509,3
FXR Moto,6503,3
Covered Bridge Golf & Country Club,6497,1
Oromocto Professional Fire Fighters IAFF Local 1576,6495,1
JACK 102.3 London,6486,3
Canucks Feed,6479,3
Yard Gear Sales & Service,6478,2
Iscream Shop,6478,3
Strathcona County Economic Development and Tourism,6477,1
Direction de santé publique de la Montérégie,6477,2
Spotted Laurentides,6477,3
Bring it to Boyd,6476,2
Sault Online,6476,2
Intermarché St-Denis,6474,2
Lumino Health,6471,3
Spotted In Sudbury,6468,3
Bayside Chrysler Dodge,6466,3
Aurora Ford Yellowknife,6465,1
Wellington-Dufferin-Guelph Public Health,6463,2
Amber Mac,6459,1
Odin Gear,6457,3
Baggins Shoes,6457,2
Décoration King,6456,1
Chelsey Yundt Photography,6452,2
Modern Farmer,6450,3
Corporate Stays,6446,2
Samian,6445,3
Microbrasserie Le Trou du diable,6437,2
Surrey Canada Day,6433,3
Winnipeg,6431,3
Drowning,6431,1
WanderingCarol.com - A Luxury Travel Blog,6429,1
Congress of Union Retirees of Canada (CURC),6427,1
Croix-Rouge canadienne,6424,2
"UN Albinism - Ikponwosa Ero, Personal Page",6423,2
Société canadienne de la sclérose en plaques,6419,3
Canadian University Application Centre: Come study in Canada.,6414,1
Scott Simms,6414,1
Chrystia Freeland,6410,3
Splendeur Natty,6406,1
Le Numéro 1 de l'Amérique du Nord Voisin de Celine dion,6405,1
Joël,6403,1
Instant Weather Alberta,6400,1
Sylhetis' World Wide,6399,1
Malichi Music,6396,3
Leon's Peterborough,6391,2
Malta,6390,2
Afro Can Buzz Ent.,6389,1
"Kevin Waugh, MP",6387,1
"Ferme 5 Étoiles, Centre de Vacances",6385,2
Yves Rocher Canada,6385,3
Catherine McKenna,6385,3
Canadian Prairie Storms,6384,2
Automatic Trap,6382,1
SunRype,6379,1
Ahen,6379,2
Mr. Lova,6374,2
London Music Hall,6369,2
The Lake Louise Ski Resort & Summer Gondola,6366,2
الرائد للصادرات  Pioneer Exports,6364,2
Keurig,6363,4
Sound of Music Festival,6363,2
Hamburger Factory - Costa Rica,6362,2
Clearwater Seafood,6359,2
Martin's Apple Chips,6357,1
CF Carrefour Laval,6354,3
CISSS de l'Outaouais,6351,2
Seido David Morgan,6350,1
Calpurnia,6348,1
Canadian Women's Foundation,6347,2
Spruce Grove Fire Fighters Local 3021,6344,2
Ben K7,6344,2
Sous le Bandeau,6340,2
Coronation Street on CBC,6340,2
A Dollar A Day,6338,1
Darren Berrecloth,6337,2
Peter Guthrie,6332,2
Matthew Green Hamilton Centre,6331,2
Société d'habitation du Québec (SHQ),6329,2
Jameela Store,6327,1
Kraft Hockeyville,6326,3
Bonjour-santé,6325,2
The Real APNU AFC,6323,1
Eastern Health,6319,3
Vichy,6318,3
Le Quarante 7,6315,2
Canadian Cancer Society - Relay For Life,6315,3
Coast Capital Savings,6314,3
Wee Love Baby Co.,6314,1
Amin Chowdhury,6306,2
Fanabox,6305,2
Dominion Services Int’l,6304,3
La Crémerie de l'Est,6303,2
Pioneer Log Homes of British Columbia,6303,4
L'Anarchie Culinaire selon Bob le Chef,6301,1
Thomas Dang,6298,2
Décors Véronneau,6298,2
Super Science Friends,6296,2
KINK,6294,2
Jay Menez,6292,2
Strauss Serpent Officiel,6292,4
Jajaja  Mk Si se Acuerda Cuando  ... a No Ud No Estaba  ¬¬ !!,6287,3
Running Room,6284,3
Vinny Grewal,6284,2
Halo Top Canada,6283,3
Teach My,6282,1
K-1 Global Official【ENG】,6282,2
Ryder,6281,3
Zen Yarn Garden,6280,2
Love Good Fats,6280,2
Filipino Journal,6277,1
Time One: Discover How the Universe Began,6277,2
Frank Romeo,6276,2
Mountain Biking BC,6273,2
Grandoozy,6273,1
Kellie Loder,6272,2
Flip TFO,6267,2
Monster Truck,6267,2
Irish Mythen Music,6266,1
Operus,6265,1
Egale Canada,6262,2
Because I am a Girl Canada,6260,2
ProAthletes - אימון ספורטאים,6258,1
Inglis Jewellers,6257,3
eSight,6256,2
Julie Daniluk,6256,3
Michael Barrett,6255,1
Shaker St-Laurent,6255,1
Thank A Soldier,6254,2
Hockey Sockey,6252,2
IMCF International Medieval Combat Federation,6249,3
Ifrah's Essentials- Independent Lifestyle Advisor,6244,3
Paradis Jardin & Accessoires,6233,1
Adventures with My Dog,6231,3
Jai Shiv Shankar,6229,2
Kids Vancouver,6224,2
Sherry Brown Photography,6224,2
Réseau Zec,6224,3
Freedom Mobile,6221,3
TIA,6221,1
The Stanfields,6221,1
Hey Dude Shoes,6217,2
Pharmaprix Jean XXIII,6215,3
Doane Uschool,6213,1
Scary Files,6212,1
CIUSSS du Nord de l'Île de Montréal,6210,1
